Registered provider name;Head office location;Support_Cluster_Desc;Phone;Website;Email address;Head office address
Fuller, Lorissa Jane;BUDGEWOI;Household Tasks;;;bbexercisephysiology@outlook.com;52 Tenth Avenue, BUDGEWOI, NSW, 2265
;;Physical Wellbeing;;;bbexercisephysiology@outlook.com;52 Tenth Avenue, BUDGEWOI, NSW, 2265
Fusion Australia Limited;ST MARYS;Assist Prod-Pers Care/Safety;"+610288055960
(00) 00000000";www.fusionbuilding.com.au;fbmadmin@fusion.org.au;12 Carsons Lane, ST MARYS, NSW, 2760
;;Equipment Special Assess Setup;+610288055960(00) 00000000;www.fusionbuilding.com.au;fbmadmin@fusion.org.au;12 Carsons Lane, ST MARYS, NSW, 2760
;;Home Modification;+610288055960(00) 00000000;www.fusionbuilding.com.au;fbmadmin@fusion.org.au;12 Carsons Lane, ST MARYS, NSW, 2760
;;Personal Mobility Equipment;+610288055960(00) 00000000;www.fusionbuilding.com.au;fbmadmin@fusion.org.au;12 Carsons Lane, ST MARYS, NSW, 2760
;;Therapeutic Supports;+610288055960(00) 00000000;www.fusionbuilding.com.au;fbmadmin@fusion.org.au;12 Carsons Lane, ST MARYS, NSW, 2760
G T K Pty Ltd;SEVEN HILLS;Assist Prod-Pers Care/Safety;;;gtkrehab@gtkrehab.com.au;Unit 11, 14 Boden Road, SEVEN HILLS, NSW, 2147
;;Assistive Equip-Recreation;;;gtkrehab@gtkrehab.com.au;Unit 11, 14 Boden Road, SEVEN HILLS, NSW, 2147
;;Assistive Prod-Household Task;;;gtkrehab@gtkrehab.com.au;Unit 11, 14 Boden Road, SEVEN HILLS, NSW, 2147
;;Personal Mobility Equipment;;;gtkrehab@gtkrehab.com.au;Unit 11, 14 Boden Road, SEVEN HILLS, NSW, 2147
;;Vision Equipment;;;gtkrehab@gtkrehab.com.au;Unit 11, 14 Boden Road, SEVEN HILLS, NSW, 2147
G&A Group Pty Ltd;MAITLAND;Assess-Skill, Ability, Needs;;;glenn@thesensoryclinic.com;220 High St, MAITLAND, NSW, 2320
;;Assist Access/Maintain Employ;;;glenn@thesensoryclinic.com;220 High St, MAITLAND, NSW, 2320
;;Early Childhood Supports;;;glenn@thesensoryclinic.com;220 High St, MAITLAND, NSW, 2320
;;Therapeutic Supports;;;glenn@thesensoryclinic.com;220 High St, MAITLAND, NSW, 2320
Gabrielides, Anne Louise;WINMALEE;;610419325035;www.listen2learn.com.au;anne@listen2learn.com.au;12 Mujar Place, WINMALEE, NSW, 2777
Gai Lovell;GATESHEAD;;610403194396;;glovell_ot@optusnet.com.au;ADDRESS CONFIDENTIAL
Genevieve Wood Pty Ltd;MOUNT VIEW;;;;info@sensorycalm.com.au;Lot 2, 838 Mount View Road, Mount View, MOUNT VIEW, NSW, 2325
Gent, Valerie Ann;NEWCASTLE;Assess-Skill, Ability, Needs;;;valerie.gent@letseatspeech.com.au;5 Kerrai Close, Lambton, NEWCASTLE, NSW, 2299
;;Early Childhood Supports;;;valerie.gent@letseatspeech.com.au;5 Kerrai Close, Lambton, NEWCASTLE, NSW, 2299
;;Therapeutic Supports;;;valerie.gent@letseatspeech.com.au;5 Kerrai Close, Lambton, NEWCASTLE, NSW, 2299
Glen Innes Severn Council;GLEN INNES;;;;sdunn@gisc.nsw.gov.au;265 Grey Street, GLEN INNES, NSW, 2370
Glowsoar Pty Limited;ARNDELL PARK;;;;sales@ambassadorproducts.com.au;Unit19, Baden Centre, 33 Holbeche Road, ARNDELL PARK, NSW, 2148
Good Directions Pty Ltd;WEST PENNANT HILLS;;611800123405;www.gooddirections.com.au;peter@gooddirections.com.au;146 Highs Road, WEST PENNANT HILLS, NSW, 2125
Gorokan Physio Pty Ltd;GOROKAN;Assess-Skill, Ability, Needs;610249772999;;totalphysio.gorokan@bigpond.com;Shop, 88a Wallarah Rd, GOROKAN, NSW, 2263
;;Therapeutic Supports;610249772999;;totalphysio.gorokan@bigpond.com;Shop, 88a Wallarah Rd, GOROKAN, NSW, 2263
Grace Building Services Pty Ltd;THE ENTRANCE;;;;unimod@bigpond.com;43 Warrigal St, THE ENTRANCE, NSW, 2261
Grainger, Jon Anthony;GREEN HILLS;;610249337201;www.jgpsychology.com.au;info@jgpsychology.com.au;5a/23 Mitchell Drive, GREEN HILLS, NSW, 2323
Grant and Jacqueline Plummer;WOY WOY;;;;enquiries@mobilityhireandsales.com.au;3 Blackwall Road, WOY WOY, NSW, 2256
Grant Lyall Psychology Services Pty Ltd;MAITLAND;Assess-Skill, Ability, Needs;610448781393;;psychology.services@bigpond.com;ground floor, 20 Elgin Street, MAITLAND, NSW, 2320
;;Behaviour Support;610448781393;;psychology.services@bigpond.com;ground floor, 20 Elgin Street, MAITLAND, NSW, 2320
;;Early Childhood Supports;610448781393;;psychology.services@bigpond.com;ground floor, 20 Elgin Street, MAITLAND, NSW, 2320
;;Therapeutic Supports;610448781393;;psychology.services@bigpond.com;ground floor, 20 Elgin Street, MAITLAND, NSW, 2320
Grant, Lesley May;MEREWETHER;;610421576100;;lesleygrant.therapist@gmail.com;First Floor, 2/58 Orchardtown RD, MEREWETHER, NSW, 2291
Gregory Hart;EAST MAITLAND;Therapeutic Supports;610481521509;;gregoryhart@bigpond.com;St Peters Church Parish Hall, 52 Banks Street, EAST MAITLAND, NSW, 2323
Greystanes Disability Services;LAWSON;Personal Mobility Equipment;;;mps@greystanes.org.au;Unit 1, 14-16 Livingstone Street, LAWSON, NSW, 2783
Groombridge, Stephen David;STOCKTON;Assess-Skill, Ability, Needs;;;stephen.groombridg@bigpond.com;38 Eames Avenue, STOCKTON, NSW, 2295
Guide Dogs NSW/ACT;NEWCASTLE;Assess-Skill, Ability, Needs;610249253066;www.guidedogs.com.au;hunter@guidedogs.com.au;Suite 15 2nd Floor, 133 King Street, NEWCASTLE, NSW, 2300
;;Assistive Equip-Recreation;610249253066;www.guidedogs.com.au;hunter@guidedogs.com.au;Suite 15 2nd Floor, 133 King Street, NEWCASTLE, NSW, 2300
;;Assist-Life Stage, Transition;610249253066;www.guidedogs.com.au;hunter@guidedogs.com.au;Suite 15 2nd Floor, 133 King Street, NEWCASTLE, NSW, 2300
;;Personal Mobility Equipment;610249253066;www.guidedogs.com.au;hunter@guidedogs.com.au;Suite 15 2nd Floor, 133 King Street, NEWCASTLE, NSW, 2300
;;Therapeutic Supports;610249253066;www.guidedogs.com.au;hunter@guidedogs.com.au;Suite 15 2nd Floor, 133 King Street, NEWCASTLE, NSW, 2300
;;Training-Travel Independence;610249253066;www.guidedogs.com.au;hunter@guidedogs.com.au;Suite 15 2nd Floor, 133 King Street, NEWCASTLE, NSW, 2300
;;Vision Equipment;610249253066;www.guidedogs.com.au;hunter@guidedogs.com.au;Suite 15 2nd Floor, 133 King Street, NEWCASTLE, NSW, 2300
Guy William Alfred & Marilyn Anne;LARGS;;610417247382;;hrpmait@bigpond.com;ADDRESS CONFIDENTIAL
Gwydir HACC Services Incorporated;MOREE;;;;moree.hacc@bigpond.com.au;300 Edward Street, MOREE, NSW, 2400
Hardy, Melinda Jane;NORTH LAMBTON;;610402537790;;betterchoicecareandservices@gmail.com;ADDRESS CONFIDENTIAL
Harris, Alicia Joy;SOLDIERS POINT;Assess-Skill, Ability, Needs;;www.ajotservices.com.au;ajotservices@outlook.com;1/14 Grandview Close, SOLDIERS POINT, NSW, 2317
;;Assist Access/Maintain Employ;;www.ajotservices.com.au;ajotservices@outlook.com;1/14 Grandview Close, SOLDIERS POINT, NSW, 2317
;;Behaviour Support;;www.ajotservices.com.au;ajotservices@outlook.com;1/14 Grandview Close, SOLDIERS POINT, NSW, 2317
;;Equipment Special Assess Setup;;www.ajotservices.com.au;ajotservices@outlook.com;1/14 Grandview Close, SOLDIERS POINT, NSW, 2317
;;Therapeutic Supports;;www.ajotservices.com.au;ajotservices@outlook.com;1/14 Grandview Close, SOLDIERS POINT, NSW, 2317
Harrison Speech Pathology Pty Ltd;CARDIFF;Assess-Skill, Ability, Needs;;;mwh_chh1@bigpond.com;263 Main Road, CARDIFF, NSW, 2285
;;Behaviour Support;;;mwh_chh1@bigpond.com;263 Main Road, CARDIFF, NSW, 2285
;;Early Childhood Supports;;;mwh_chh1@bigpond.com;263 Main Road, CARDIFF, NSW, 2285
;;Equipment Special Assess Setup;;;mwh_chh1@bigpond.com;263 Main Road, CARDIFF, NSW, 2285
;;Other Innovative Supports;;;mwh_chh1@bigpond.com;263 Main Road, CARDIFF, NSW, 2285
;;Therapeutic Supports;;;mwh_chh1@bigpond.com;263 Main Road, CARDIFF, NSW, 2285
Harvey, Jenni Alicia;DURAL;;;;jenni.harvey@talkplaygrow.com.au;Round Corner Plaza, 8/524 Old Northern Road, DURAL, NSW, 2158
Hassett, Corina Ann;LISAROW;;;;hassett5@optusnet.com.au;25 Eagle Close, LISAROW, NSW, 2250
Hawkesbury Early Childhood Intervention Service Inc;SOUTH WINDSOR;Early Childhood Supports;"+610245877277
(00) 00000000";www.hecis.org.au;info@hecis.org.au;12 Stewart Street, SOUTH WINDSOR, NSW, 2756
Headstart Acquired Brain Injury Service;HAMILTON;Accommodation/Tenancy;"+610249654420
00 00000000";www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Assess-Skill, Ability, Needs;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Assist-Integrate School/Ed;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Assistive Equip-Recreation;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Assist-Life Stage, Transition;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Assist-Personal Activities;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Assist-Travel/Transport;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Behaviour Support;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Daily Tasks/Shared Living;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Development-Life Skills;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Household Tasks;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Other Innovative Supports;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Participate Community;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Therapeutic Supports;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Training-Travel Independence;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
;;Vehicle modifications;+6102496544200 0 00000000;www.headstart-abi.com.au;info@headstart-abi.com.au;95 Turnbull Street, HAMILTON, NSW, 2303
Healey, Alison Jane;NEW LAMBTON;Therapeutic Supports;;;;Unit 2, Level 1, 58 Orchardtown Road, NEW LAMBTON, NSW, 2305
Healthcall Pty Ltd ATF The Healthcall Unit Trust;PYMBLE;;;;bmcnair@healthcall.com.au;971 Pacific Highway, PYMBLE, NSW, 2073
Health-i-Physio Pty Limited;MAITLAND;Assess-Skill, Ability, Needs;610249336895;www.mitchellphysio.com.au;admin@mitchellphysio.com.au;44 KenTuman Dr, MAITLAND, NSW, 2320
;;Early Childhood Supports;610249336895;www.mitchellphysio.com.au;admin@mitchellphysio.com.au;44 KenTuman Dr, MAITLAND, NSW, 2320
;;Equipment Special Assess Setup;610249336895;www.mitchellphysio.com.au;admin@mitchellphysio.com.au;44 KenTuman Dr, MAITLAND, NSW, 2320
;;Therapeutic Supports;610249336895;www.mitchellphysio.com.au;admin@mitchellphysio.com.au;44 KenTuman Dr, MAITLAND, NSW, 2320
HealthShare (NSW);NEW LAMBTON HEIGHTS;Equipment Special Assess Setup;610249214151;;enable@health.nsw.gov.au;Limb Centre Building Rankin Park Campus, Lockout Road, NEW LAMBTON HEIGHTS, NSW, 2305
;;Personal Mobility Equipment;610249214151;;enable@health.nsw.gov.au;Limb Centre Building Rankin Park Campus, Lockout Road, NEW LAMBTON HEIGHTS, NSW, 2305
;PARRAMATTA;Assist Prod-Pers Care/Safety;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Assistive Equip-Recreation;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Assistive Prod-Household Task;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Assist-Personal Activities;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Comms & Info Equipment;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Daily Tasks/Shared Living;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Equipment Special Assess Setup;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Hearing Equipment;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Home Modification;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Other Innovative Supports;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Personal Mobility Equipment;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Vehicle modifications;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
;;Vision Equipment;;;enable@hss.health.nsw.gov.au;Level 1 Jessie Street Centre, 2-12 Macquarie Street, PARRAMATTA, NSW, 2124
Heilmann, Ursula;CHARLESTOWN;Assist-Personal Activities;610425384185;;caring.carers@yahoo.com.au;ADDRESS CONFIDENTIAL
;;Daily Tasks/Shared Living;610425384185;;caring.carers@yahoo.com.au;ADDRESS CONFIDENTIAL
;;Participate Community;610425384185;;caring.carers@yahoo.com.au;ADDRESS CONFIDENTIAL
Helen Bell;WALLSEND;Assess-Skill, Ability, Needs;"+610249464946
(00) 00000000";www.hbrehab.com.au;info@hbrehab.com.au;147 Nelson Street, WALLSEND, NSW, 2287
;;Assist Access/Maintain Employ;+610249464946(00) 00000000;www.hbrehab.com.au;info@hbrehab.com.au;147 Nelson Street, WALLSEND, NSW, 2287
;;Assist-Life Stage, Transition;+610249464946(00) 00000000;www.hbrehab.com.au;info@hbrehab.com.au;147 Nelson Street, WALLSEND, NSW, 2287
;;Equipment Special Assess Setup;+610249464946(00) 00000000;www.hbrehab.com.au;info@hbrehab.com.au;147 Nelson Street, WALLSEND, NSW, 2287
;;Therapeutic Supports;+610249464946(00) 00000000;www.hbrehab.com.au;info@hbrehab.com.au;147 Nelson Street, WALLSEND, NSW, 2287
;;Training-Travel Independence;+610249464946(00) 00000000;www.hbrehab.com.au;info@hbrehab.com.au;147 Nelson Street, WALLSEND, NSW, 2287
HenryCare Pty Limited;PADSTOW;;;;ask@henry.com.au;67 Fairford Road, PADSTOW, NSW, 2211
Hercules Carparking Systems 2004 Pty Ltd;ARTARMON;;;;info@hercules.com.au;Unit 2, 18 Hotham Parade, ARTARMON, NSW, 2064
Hillsborough OOSH Pty Ltd;CHARLESTOWN;Participate Community;;;;Glendon School, 83 Waratah Ave, CHARLESTOWN, NSW, 2290
Hinchcliffe, Cassandra Jacqueline;GIRVAN;Assess-Skill, Ability, Needs;;;cass@getaheadspeechtherapy.com.au;309 The Branch Lane, GIRVAN, NSW, 2425
;;Early Childhood Supports;;;cass@getaheadspeechtherapy.com.au;309 The Branch Lane, GIRVAN, NSW, 2425
;;Therapeutic Supports;;;cass@getaheadspeechtherapy.com.au;309 The Branch Lane, GIRVAN, NSW, 2425
Hinchey, Claire;ADAMSTOWN;Therapeutic Supports;;;clairejhinchey@gmail.com;139 Lockyer Street, ADAMSTOWN, NSW, 2289
Home Care Service of NSW;SYDNEY;Assist-Personal Activities;;;hcsexecutivedirector@facs.nsw.gov.au;Level 5, 83 Clarence Street, SYDNEY, NSW, 2000
;;Assist-Travel/Transport;;;hcsexecutivedirector@facs.nsw.gov.au;Level 5, 83 Clarence Street, SYDNEY, NSW, 2000
;;Development-Life Skills;;;hcsexecutivedirector@facs.nsw.gov.au;Level 5, 83 Clarence Street, SYDNEY, NSW, 2000
;;Household Tasks;;;hcsexecutivedirector@facs.nsw.gov.au;Level 5, 83 Clarence Street, SYDNEY, NSW, 2000
;;Participate Community;;;hcsexecutivedirector@facs.nsw.gov.au;Level 5, 83 Clarence Street, SYDNEY, NSW, 2000
;;Therapeutic Supports;;;hcsexecutivedirector@facs.nsw.gov.au;Level 5, 83 Clarence Street, SYDNEY, NSW, 2000
Home Modifications Lake Macquarie/Newcastle Limited;TORONTO;Assess-Skill, Ability, Needs;;;admin@homemodifications.org;16 Nicholson Street, TORONTO, NSW, 2283
;;Equipment Special Assess Setup;;;admin@homemodifications.org;16 Nicholson Street, TORONTO, NSW, 2283
;;Home Modification;;;admin@homemodifications.org;16 Nicholson Street, TORONTO, NSW, 2283
;;Household Tasks;;;admin@homemodifications.org;16 Nicholson Street, TORONTO, NSW, 2283
;;Therapeutic Supports;;;admin@homemodifications.org;16 Nicholson Street, TORONTO, NSW, 2283
Hoogland, Mary-Kate Barbara;CARDIFF;;;;sustainablehealth@live.com;Cardiff General Practice, 42 Harrison St, CARDIFF, NSW, 2285
Hospital At Home Pty Ltd;MOOREBANK;Assist Prod-Pers Care/Safety;;;info@hospitalathome.com.au;Units 1 and 16, 30 Heathcote Road, MOOREBANK, NSW, 2170
;;Assistive Prod-Household Task;;;info@hospitalathome.com.au;Units 1 and 16, 30 Heathcote Road, MOOREBANK, NSW, 2170
;;Comms & Info Equipment;;;info@hospitalathome.com.au;Units 1 and 16, 30 Heathcote Road, MOOREBANK, NSW, 2170
;;Personal Mobility Equipment;;;info@hospitalathome.com.au;Units 1 and 16, 30 Heathcote Road, MOOREBANK, NSW, 2170
;;Vision Equipment;;;info@hospitalathome.com.au;Units 1 and 16, 30 Heathcote Road, MOOREBANK, NSW, 2170
House with No Steps;BELROSE;;;;arichardson@hwns.com.au;49 Blackbutts Road, BELROSE, NSW, 2085
;;Accommodation/Tenancy;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Assess-Skill, Ability, Needs;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Assist Access/Maintain Employ;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Assist-Integrate School/Ed;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Assistive Equip-Recreation;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Assist-Life Stage, Transition;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Assist-Personal Activities;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Assist-Travel/Transport;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Behaviour Support;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Daily Tasks/Shared Living;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Development-Life Skills;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Early Childhood Supports;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Equipment Special Assess Setup;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Household Tasks;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Other Innovative Supports;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Participate Community;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Physical Wellbeing;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Plan Management;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Therapeutic Supports;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
;;Training-Travel Independence;;;wford@hwns.com.au;49 Blackbutts Rd, BELROSE, NSW, 2085
Howard, Leanda;NEWCASTLE;Physical Wellbeing;610431632407;leamdahoward.com;leanda_howard@hotmail.com;Ground Floor, Suite 1, 2 Ocean Street, NEWCASTLE, NSW, 2300
Hughes, Prudence Lee;JEWELLS;Assess-Skill, Ability, Needs;610433532513;www.turningpoint.net.au;prue@turningpoint.net.au;ADDRESS CONFIDENTIAL
;;Assist-Integrate School/Ed;610433532513;www.turningpoint.net.au;prue@turningpoint.net.au;ADDRESS CONFIDENTIAL
;;Behaviour Support;610433532513;www.turningpoint.net.au;prue@turningpoint.net.au;ADDRESS CONFIDENTIAL
;;Development-Life Skills;610433532513;www.turningpoint.net.au;prue@turningpoint.net.au;ADDRESS CONFIDENTIAL
;;Early Childhood Supports;610433532513;www.turningpoint.net.au;prue@turningpoint.net.au;ADDRESS CONFIDENTIAL
;;Therapeutic Supports;610433532513;www.turningpoint.net.au;prue@turningpoint.net.au;ADDRESS CONFIDENTIAL
Humanware Australia Pty Ltd;BAULKHAM HILLS;Equipment Special Assess Setup;;;ron.hathaway@humanware.com;Suite 2, 7-11 Railway Street, BAULKHAM HILLS, NSW, 2153
;;Vision Equipment;;;ron.hathaway@humanware.com;Suite 2, 7-11 Railway Street, BAULKHAM HILLS, NSW, 2153
Hunter Brain Injury Respite Options Inc.;ARGENTON;Assist-Life Stage, Transition;;;manager@hunterbiro.org.au;7-9 James Street, ARGENTON, NSW, 2284
;;Assist-Personal Activities;;;manager@hunterbiro.org.au;7-9 James Street, ARGENTON, NSW, 2284
;;Assist-Travel/Transport;;;manager@hunterbiro.org.au;7-9 James Street, ARGENTON, NSW, 2284
;;Behaviour Support;;;manager@hunterbiro.org.au;7-9 James Street, ARGENTON, NSW, 2284
;;Daily Tasks/Shared Living;;;manager@hunterbiro.org.au;7-9 James Street, ARGENTON, NSW, 2284
;;Development-Life Skills;;;manager@hunterbiro.org.au;7-9 James Street, ARGENTON, NSW, 2284
;;Household Tasks;;;manager@hunterbiro.org.au;7-9 James Street, ARGENTON, NSW, 2284
;;Participate Community;;;manager@hunterbiro.org.au;7-9 James Street, ARGENTON, NSW, 2284
;;Training-Travel Independence;;;manager@hunterbiro.org.au;7-9 James Street, ARGENTON, NSW, 2284
Hunter Care Services Pty Limited;CHARLESTOWN;Assist-Life Stage, Transition;;;Bob.Colvin@justbettercare.com;Suite 9, 153 Pacific Highway, CHARLESTOWN, NSW, 2290
